"0","11","false","1976-10-26 00:06:37","176","65"
"0","40","true","1975-07-15 20:26:06","101","39"
"0","28","false","1977-11-17 17:05:53","70","17"
"0","41","false","2005-06-12 04:23:17","34","49"
"0","9","true","1988-12-11 21:55:27","29","65"
"0","2","false","1984-01-01 14:09:02","10","68"
"0","20","true","1994-12-20 04:40:21","142","96"
"0","44","false","2011-05-07 21:25:36","191","79"
"0","41","false","2001-03-19 03:56:58","182","39"
"0","34","true","1982-02-18 09:07:28","95","53"
"1","37","true","1989-10-21 17:26:01","96","90"
"1","9","false","1988-06-20 00:33:29","35","5"
"1","50","true","1994-12-27 20:12:38","86","33"
"1","49","true","2012-03-24 13:24:09","86","102"
"1","17","true","1981-02-24 18:37:23","10","5"
"1","18","false","1994-07-24 09:10:51","149","61"
"1","8","true","1989-12-19 16:05:50","140","106"
"1","46","true","1986-04-24 22:14:54","122","68"
"1","11","true","2005-08-05 11:36:52","78","32"
"1","25","false","1992-05-10 10:14:22","77","100"
"2","6","false","1976-10-06 14:36:33","106","68"
"2","21","true","1993-05-21 12:09:51","121","77"
"2","7","false","2017-08-10 12:50:46","122","51"
"2","2","false","1990-07-18 20:13:34","109","77"
"2","43","true","1980-08-05 01:14:57","188","108"
"2","36","true","1995-07-23 21:02:04","160","102"
"2","5","true","1983-06-24 07:37:45","16","18"
"2","24","true","1970-07-15 03:18:38","15","96"
"2","35","false","2005-04-26 21:46:59","100","27"
"2","31","true","2009-10-20 11:41:58","114","79"
"3","5","true","1995-01-24 22:16:17","108","18"
"3","37","true","2022-11-18 22:18:01","66","65"
"3","12","true","1994-05-26 01:44:21","110","65"
"3","44","false","1971-11-18 11:20:40","16","64"
"3","43","true","1983-09-22 23:31:45","192","32"
"3","25","true","1987-06-15 20:05:04","127","62"
"3","2","true","1984-09-10 02:00:18","164","68"
"3","12","false","2001-03-12 19:02:56","26","53"
"3","34","true","1980-04-19 10:28:10","92","100"
"3","31","false","1980-02-06 13:15:11","152","5"
"4","43","false","1998-10-20 15:49:31","163","27"
"4","20","false","2003-12-02 19:34:17","173","33"
"4","42","true","1983-09-30 12:30:31","162","62"
"4","21","false","2018-01-06 15:03:24","2","12"
